PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Age_Group,Fare_Group
33,1,3,9,0,-0.314490636101944,0,0,-0.8815716708173866,140,1,0,1
34,0,2,12,1,2.7801873817028486,0,0,-0.6786062840850808,136,2,3,1
35,0,1,12,1,-0.09792197448040951,1,0,0.9232857028458803,31,0,0,0
36,0,1,12,1,0.9624341041134225,1,0,2.3843259156933514,80,2,2,0
37,1,3,12,1,-0.314490636101944,0,0,-0.9200096247847267,140,0,0,1
38,0,3,12,1,-0.6281000137773255,0,0,-0.8594299922647715,140,2,0,1
39,0,3,9,0,-0.8553191734760037,2,0,-0.12506432026970155,145,2,0,2
40,1,3,9,0,-1.1582780530742414,1,0,-0.6238646741434987,145,0,4,1
41,0,3,13,0,0.8109546643143035,1,0,-0.7542570191398494,145,2,2,1
42,0,2,13,0,-0.17366169437996895,1,0,0.0963524652564502,142,2,0,2
43,0,3,12,1,-0.314490636101944,0,0,-0.8708108150408156,143,0,0,1
44,1,2,9,0,-1.991414971969395,1,2,1.6152125694897108,141,0,1,0
45,1,3,9,0,-0.7795794535764443,0,0,-0.872035987920727,140,1,0,1
46,0,3,12,1,-0.314490636101944,0,0,-0.8594299922647715,140,2,0,1
47,0,3,12,1,-0.314490636101944,1,0,-0.30957830820816135,145,1,0,2
48,1,3,9,0,-0.314490636101944,0,0,-0.8815716708173866,140,1,0,1
49,0,3,12,1,-0.314490636101944,2,0,0.14648122549957107,138,0,0,2
50,0,3,13,0,-0.8553191734760037,1,0,-0.13982543930477825,145,2,0,2
51,0,3,8,1,-1.6884560923711573,4,1,1.475594525096437,144,2,1,0
52,0,3,12,1,-0.6281000137773255,0,0,-0.8778813910586174,140,2,0,1
53,1,1,13,0,1.4926121434103383,1,0,0.9232857028458803,101,0,2,0
54,1,2,13,0,-0.022182254580850092,1,0,0.4653804411333698,142,2,0,2
55,0,1,12,1,2.704447661803289,0,1,3.1208467110675424,23,0,3,0
56,1,1,12,1,0.6771559698809851,0,0,1.166533595299517,71,2,2,0
57,1,2,9,0,-0.6281000137773255,0,0,-0.6786062840850808,116,2,0,1
58,0,3,12,1,-0.06005211453062981,0,0,-0.9200096247847267,140,0,0,1
59,1,2,9,0,-1.8399355321702762,1,2,0.5945402326902917,141,2,1,2
60,0,3,8,1,-1.3854972127729197,5,2,2.0079173802988937,63,2,1,0
61,0,3,12,1,-0.5523602938777661,0,0,-0.9200096247847267,140,0,0,1
62,1,1,9,0,0.6594752245151847,0,0,0.9232857028458803,21,2,2,0
63,0,1,12,1,1.1896532638121007,1,0,0.9232857028458803,80,2,2,0
64,0,3,8,1,-1.9156752520698357,3,2,0.6056110719665991,63,2,1,2
65,0,1,12,1,0.6771559698809851,0,0,0.5923851093111705,71,0,2,2
66,1,3,8,1,-0.314490636101944,1,1,-0.328339690501744,145,0,0,2
67,1,2,13,0,-0.022182254580850092,0,0,-0.6786062840850808,142,2,0,1
68,0,3,12,1,-0.7795794535764443,0,0,-0.8514368463072773,140,2,0,1
69,1,3,9,0,-0.9310588933755631,4,2,-0.8686556916616944,145,2,4,1
70,0,3,12,1,-0.24940141427952836,2,0,-0.8142240652198488,145,2,0,1
71,0,2,12,1,0.20503690511782818,0,0,-0.6786062840850808,111,2,0,1
72,0,3,9,0,-1.0067986132751225,5,2,2.0079173802988937,63,2,4,0
73,0,2,12,1,-0.6281000137773255,0,0,0.9232857028458803,111,2,0,0
74,0,3,12,1,-0.24940141427952836,1,0,-0.3867641996425778,90,0,0,1
75,1,3,12,1,0.20503690511782818,0,0,2.716141110482843,115,2,0,0
76,0,3,12,1,-0.3251411341790878,0,0,-0.888952230334925,140,2,0,1
77,0,3,12,1,-0.314490636101944,0,0,-0.8708108150408156,140,2,0,1
78,0,3,12,1,-0.314490636101944,0,0,-0.8594299922647715,115,2,0,1
79,1,2,8,1,-2.155770164151439,0,2,0.6867972266595215,141,2,1,2
80,1,3,9,0,0.05355746531870933,0,0,-0.5328402336136977,116,2,0,1
81,0,3,12,1,-0.5523602938777661,0,0,-0.7893146768481568,140,2,0,1
82,1,3,12,1,-0.022182254580850092,0,0,-0.7524118792604648,115,2,0,1
83,1,3,9,0,-0.314490636101944,0,0,-0.8788039609983098,140,1,0,1
84,0,1,12,1,-0.09792197448040951,0,0,2.0226784993339706,13,2,0,0
85,1,2,9,0,-0.9310588933755631,0,0,-0.6786062840850808,116,2,4,1
86,1,3,13,0,0.2807766250173876,3,0,-0.283746349896777,145,2,0,2
87,0,3,12,1,-1.0067986132751225,1,3,1.08350230072721,141,2,4,0
88,0,3,12,1,-0.314490636101944,0,0,-0.8594299922647715,115,2,0,1
89,1,1,9,0,-0.4766205739782066,3,2,0.9232857028458803,63,2,0,0
90,0,3,12,1,-0.4008808540786472,0,0,-0.8594299922647715,140,2,0,1
91,0,3,12,1,-0.022182254580850092,0,0,-0.8594299922647715,115,2,0,1
92,0,3,12,1,-0.7038397336768849,0,0,-0.8738811278001117,140,2,0,1
93,0,1,12,1,1.26539298371166,1,0,3.0614922514274987,122,2,2,0
94,0,3,12,1,-0.24940141427952836,1,2,0.06498508730691199,145,2,0,2
95,0,3,12,1,2.2500093424059324,0,0,-0.9184744684050786,139,2,2,1
96,0,3,12,1,-0.314490636101944,0,0,-0.8594299922647715,115,2,0,1
97,0,1,12,1,3.158885981200646,0,0,1.1041088229001774,12,0,3,0
98,1,1,12,1,-0.4766205739782066,0,1,3.2226320073739148,91,0,0,0
99,1,2,13,0,0.356516344916947,0,1,0.24396365560721803,90,2,0,2
100,0,2,12,1,0.356516344916947,1,0,0.4653804411333698,111,2,0,2
101,0,3,9,0,-0.09792197448040951,0,0,-0.8708108150408156,116,2,0,1
102,0,3,12,1,-0.314490636101944,0,0,-0.8708108150408156,140,2,0,1
103,0,1,12,1,-0.6281000137773255,0,1,0.9232857028458803,98,2,0,0
104,0,3,12,1,0.2807766250173876,0,0,-0.8148366516598046,115,2,0,1
105,0,3,12,1,0.5837355046156253,2,0,-0.8686556916616944,115,2,2,1
106,0,3,12,1,-0.09792197448040951,0,0,-0.8708108150408156,115,2,0,1
107,1,3,9,0,-0.6281000137773255,0,0,-0.888952230334925,140,2,0,1
108,1,3,12,1,-0.314490636101944,0,0,-0.879726530938002,140,2,0,1
109,0,3,12,1,0.6594752245151847,0,0,-0.8708108150408156,115,2,2,1
110,1,3,9,0,-0.314490636101944,1,0,0.3288400900589094,138,1,0,2
111,0,1,12,1,1.3411327036112195,0,0,2.3843259156933514,52,2,2,0
112,0,3,9,0,-1.1204081931244618,1,0,-0.3867641996425778,145,0,4,1
113,0,3,12,1,-0.5523602938777661,0,0,-0.8594299922647715,140,2,0,1
114,0,3,9,0,-0.7038397336768849,1,0,-0.728425060828465,145,2,0,1
115,0,3,9,0,-0.9310588933755631,0,0,-0.3864615967023588,90,0,4,1
116,0,3,12,1,-0.6281000137773255,0,0,-0.8686556916616944,140,2,0,1
117,0,3,12,1,3.121016121250866,0,0,-0.8815716708173866,143,1,3,1
118,0,2,12,1,-0.022182254580850092,1,0,0.0963524652564502,111,2,0,2
119,0,1,12,1,-0.4008808540786472,0,1,0.9232857028458803,36,0,0,0
120,0,3,9,0,-2.0671546918689545,4,2,0.8547049556835198,145,2,1,0
121,0,2,12,1,-0.6281000137773255,2,0,0.9232857028458803,61,2,0,0
122,0,3,12,1,-0.314490636101944,0,0,-0.8594299922647715,115,2,0,1
123,0,2,12,1,0.2429067650676079,1,0,0.7658282579733225,90,0,0,0
124,1,2,9,0,0.2429067650676079,0,0,-0.4940922961466211,116,2,0,1
125,0,1,12,1,1.8713107429081355,0,1,0.9232857028458803,98,2,2,0
126,1,3,8,1,-1.3097574928733602,1,0,-0.6238646741434987,90,0,4,1
127,0,3,12,1,-0.314490636101944,0,0,-0.8815716708173866,140,1,0,1
128,1,3,12,1,-0.4008808540786472,0,0,-0.9264676143625726,140,2,0,1
129,1,3,9,0,-0.314490636101944,1,1,0.19660260518317416,138,0,0,2
130,0,3,12,1,1.1896532638121007,0,0,-0.9387710070783092,139,2,2,1
131,0,3,12,1,0.2807766250173876,0,0,-0.8708108150408156,115,0,0,1
132,0,3,12,1,-0.7038397336768849,0,0,-0.9332355874401553,140,2,0,1
133,0,3,13,0,1.3411327036112195,1,0,-0.3833839033835452,145,2,2,1
134,1,2,13,0,-0.022182254580850092,1,0,0.4653804411333698,142,2,0,2
135,0,2,12,1,-0.3251411341790878,0,0,-0.4940922961466211,111,2,0,1
136,0,2,12,1,-0.4766205739782066,0,0,-0.3431008095368207,90,0,0,2
137,1,1,9,0,-0.7795794535764443,0,2,0.48628956624655606,107,2,0,2
138,0,1,12,1,0.5837355046156253,1,0,2.465512070386274,55,2,2,0
139,0,3,12,1,-1.0067986132751225,0,0,-0.7733210043736511,140,2,4,1
140,0,1,12,1,-0.4008808540786472,0,0,0.9232857028458803,45,0,0,0
141,0,3,13,0,-0.314490636101944,0,2,-0.328339690501744,145,0,0,2
142,1,3,9,0,-0.5523602938777661,0,0,-0.8815716708173866,140,2,0,1
143,1,3,13,0,-0.4008808540786472,1,0,-0.283746349896777,145,2,0,2
144,0,3,12,1,-0.7795794535764443,0,0,-0.9553772659927706,140,1,0,1
145,0,2,12,1,-0.8553191734760037,0,0,-0.604800688909697,142,2,0,1
146,0,2,12,1,-0.7795794535764443,1,1,1.2587905892687468,141,2,0,0
147,1,3,12,1,-0.17366169437996895,0,0,-0.878191374558354,140,2,0,1
148,0,3,9,0,-1.5369766525720385,2,2,1.08350230072721,144,2,1,0
149,0,2,12,1,0.5458656446658455,0,2,0.4653804411333698,141,2,2,2
150,0,2,15,1,0.9624341041134225,0,0,-0.4940922961466211,90,2,2,1
151,0,2,15,1,1.6440915832094571,0,0,-0.5291499538549285,90,2,2,1
152,1,1,13,0,-0.5523602938777661,1,0,0.9232857028458803,61,2,0,0
153,0,3,12,1,1.9849203227574745,0,0,-0.8594299922647715,115,2,2,1
154,0,3,12,1,0.8488245242640833,0,2,-0.3833839033835452,145,2,2,1
155,0,3,12,1,-0.314490636101944,0,0,-0.9138616187066171,140,2,0,1
156,0,1,12,1,1.6440915832094571,0,1,3.076563353962312,23,0,2,0
157,1,3,9,0,-1.0067986132751225,0,0,-0.8828042242568156,140,1,4,1
158,0,3,12,1,0.05355746531870933,0,0,-0.8594299922647715,115,2,0,1
159,0,3,12,1,-0.314490636101944,0,0,-0.8142240652198488,115,2,0,1
160,0,3,8,1,-0.314490636101944,8,2,0.9232857028458803,63,2,0,0
161,0,3,12,1,1.1139135439125412,0,1,-0.2652949511029309,145,2,2,2
162,1,2,13,0,0.8109546643143035,0,0,-0.29112690941431535,90,2,2,2
163,0,3,12,1,-0.24940141427952836,0,0,-0.879726530938002,140,2,0,1
164,0,3,12,1,-0.9310588933755631,0,0,-0.8142240652198488,140,2,4,1
165,0,3,8,1,-2.142894411768514,4,1,1.475594525096437,144,2,1,0
166,1,3,8,1,-1.5369766525720385,0,2,0.06129480754814274,145,2,1,2
167,1,1,13,0,0.6771559698809851,0,1,2.605742701219503,123,2,2,0
168,0,3,13,0,1.1896532638121007,1,4,0.6056110719665991,145,2,2,2
169,0,1,12,1,0.6771559698809851,0,0,0.45984502149521606,3,2,2,2
170,0,3,12,1,-0.09792197448040951,0,0,2.716141110482843,115,2,0,0
171,0,1,12,1,2.4014887822050515,0,0,1.018922404948749,18,2,3,0
172,0,3,8,1,-1.9156752520698357,4,1,0.6960229260564446,144,1,1,2
173,1,3,9,0,-2.142894411768514,1,1,-0.6318652006605102,145,2,1,1
174,0,3,12,1,-0.6281000137773255,0,0,-0.8686556916616944,140,2,0,1
175,0,1,12,1,2.0227901827072543,0,0,0.8119567549579374,14,0,2,0
176,0,3,12,1,-0.8553191734760037,1,1,-0.8738811278001117,145,2,0,1
177,0,3,8,1,-0.314490636101944,3,1,0.4260199172263375,63,2,0,2
178,0,1,9,0,1.5683518633098978,0,0,0.6655781180465985,69,0,2,2
179,0,2,12,1,0.05355746531870933,0,0,-0.4940922961466211,111,2,0,1
180,0,3,12,1,0.5079957847160659,0,0,-1.453565033426612,140,2,2,1
181,0,3,9,0,-0.314490636101944,8,2,0.9232857028458803,63,2,0,0
182,0,2,12,1,0.04428920017261876,0,0,-0.34279082603708405,90,0,0,2
183,0,3,8,1,-1.5369766525720385,4,2,0.8630080851407506,63,2,1,0
184,1,2,8,1,-2.142894411768514,2,1,1.4248531784133607,144,2,1,0
185,1,3,9,0,-1.9156752520698357,0,2,0.1720032003112186,145,2,1,2
186,0,1,12,1,0.6771559698809851,0,0,2.236714725342584,9,2,2,0
187,1,3,13,0,-0.314490636101944,1,0,-0.30957830820816135,145,1,0,2
188,1,1,12,1,1.1896532638121007,0,0,0.505973518479831,56,2,2,2
189,0,3,12,1,0.8109546643143035,1,1,-0.30957830820816135,145,1,2,2
190,0,3,12,1,0.5079957847160659,0,0,-0.8708108150408156,115,2,2,1
191,1,2,13,0,0.20503690511782818,0,0,-0.4940922961466211,90,2,0,1
192,0,2,12,1,-0.7795794535764443,0,0,-0.4940922961466211,111,2,0,1
193,1,3,9,0,-0.7795794535764443,1,0,-0.8738811278001117,145,2,0,1
194,1,2,8,1,-1.991414971969395,1,1,0.4653804411333698,141,2,1,2
195,1,1,13,0,1.1139135439125412,0,0,0.5923851093111705,28,0,2,2
196,1,1,9,0,2.1742696225063733,0,0,0.9232857028458803,43,0,2,0
197,0,3,12,1,-0.314490636101944,0,0,-0.8815716708173866,140,1,0,1
198,0,3,12,1,0.9624341041134225,0,1,-0.8332880504536505,145,2,2,1
199,1,3,9,0,-0.314490636101944,0,0,-0.8815716708173866,140,1,0,1
200,0,2,9,0,-0.4008808540786472,0,0,-0.4940922961466211,116,2,0,1
201,0,3,12,1,-0.09792197448040951,0,0,-0.7524118792604648,115,2,0,1
202,0,3,12,1,-0.314490636101944,8,2,0.9232857028458803,63,2,0,0
203,0,3,12,1,0.356516344916947,0,0,-0.9741386482863532,140,2,0,1
204,0,3,12,1,1.2275231237618804,0,0,-0.9203196082844632,139,0,2,1
205,1,3,12,1,-0.8553191734760037,0,0,-0.8594299922647715,140,2,0,1
206,0,3,9,0,-2.0671546918689545,0,1,-0.6813739939041578,145,2,1,1
207,0,3,12,1,0.20503690511782818,1,0,-0.283746349896777,115,2,0,2
208,1,3,12,1,-0.24940141427952836,0,0,-0.0669424140690866,90,0,0,2
209,1,3,9,0,-1.0067986132751225,0,0,-0.8815716708173866,140,1,4,1
210,1,1,12,1,0.8109546643143035,0,0,0.8344084170102893,8,0,2,0
211,0,3,12,1,-0.4008808540786472,0,0,-0.9332355874401553,140,2,0,1
212,1,2,9,0,0.4322560648165064,0,0,0.0963524652564502,116,2,2,2
213,0,3,12,1,-0.5523602938777661,0,0,-0.9184744684050786,140,2,0,1
214,0,2,12,1,0.05355746531870933,0,0,-0.4940922961466211,111,2,0,1
215,0,3,12,1,-0.314490636101944,1,0,-0.8815716708173866,143,1,0,1
216,1,1,9,0,0.12929718521826875,1,0,0.9232857028458803,103,0,0,0
217,1,3,9,0,-0.17366169437996895,0,0,-0.8686556916616944,116,2,0,1
218,0,2,12,1,0.9624341041134225,1,0,0.5391860363087537,141,2,2,2
219,1,1,9,0,0.20503690511782818,0,0,0.9232857028458803,93,0,0,0
220,0,2,12,1,0.05355746531870933,0,0,-0.6786062840850808,142,2,0,1
221,1,3,12,1,-1.0067986132751225,0,0,-0.8594299922647715,140,2,4,1
222,0,2,12,1,-0.17366169437996895,0,0,-0.4940922961466211,111,2,0,1
223,0,3,12,1,1.6440915832094571,0,0,-0.8594299922647715,115,2,2,1
224,0,3,12,1,-0.314490636101944,0,0,-0.8708108150408156,115,2,0,1
225,1,1,12,1,0.6594752245151847,1,0,0.9232857028458803,87,2,2,0
226,0,3,12,1,-0.5523602938777661,0,0,-0.7634827185367724,140,2,0,1
227,1,2,12,1,-0.7795794535764443,0,0,-0.6786062840850808,142,2,0,1
228,0,3,12,1,-0.6659698737271051,0,0,-0.9184744684050786,140,2,0,1
229,0,2,12,1,-0.8553191734760037,0,0,-0.4940922961466211,111,2,0,1
230,0,3,9,0,-0.314490636101944,3,1,0.4260199172263375,138,2,0,2
231,1,1,13,0,0.4322560648165064,1,0,0.9232857028458803,80,2,2,0
232,0,3,12,1,-0.022182254580850092,0,0,-0.879726530938002,140,2,0,1
233,0,2,12,1,2.2500093424059324,0,0,-0.45718949855892915,90,2,2,1
234,1,3,9,0,-1.8399355321702762,4,2,0.8630080851407506,145,2,1,0
235,0,2,12,1,-0.4008808540786472,0,0,-0.6786062840850808,142,2,0,1
236,0,3,9,0,-0.314490636101944,0,0,-0.8963327898524633,140,2,0,1
237,0,2,12,1,1.1139135439125412,1,0,0.4653804411333698,141,2,2,2
238,1,2,9,0,-1.612716372471598,0,2,0.48383183992721573,141,2,1,2
239,0,2,12,1,-0.7795794535764443,0,0,-0.6786062840850808,142,2,0,1
240,0,2,12,1,0.2807766250173876,0,0,-0.5476013526487744,111,2,0,1
241,0,3,9,0,-0.314490636101944,1,0,-0.3867641996425778,90,0,0,1
242,1,3,9,0,-0.314490636101944,1,0,-0.30957830820816135,145,1,0,2
243,0,2,12,1,-0.022182254580850092,0,0,-0.6786062840850808,142,2,0,1
244,0,3,12,1,-0.5523602938777661,0,0,-0.9277001678020016,140,2,0,1
245,0,3,12,1,0.05355746531870933,0,0,-0.9203196082844632,140,0,0,1
246,0,1,4,1,1.1139135439125412,2,0,0.9232857028458803,78,1,2,0
247,0,3,9,0,-0.3251411341790878,0,0,-0.879726530938002,140,2,0,1
248,1,2,13,0,-0.4008808540786472,0,2,-0.3833839033835452,145,2,0,1
249,1,1,12,1,0.5837355046156253,1,1,2.4252289765395494,102,2,2,0
250,0,2,15,1,1.8713107429081355,1,0,0.4653804411333698,141,2,2,2
251,0,3,12,1,-0.314490636101944,0,0,-0.9184744684050786,140,2,0,1
252,0,3,13,0,-0.022182254580850092,1,1,-0.6813739939041578,145,2,0,1
253,0,1,12,1,2.477228502104611,0,0,0.505973518479831,83,2,3,2
254,0,3,12,1,0.05355746531870933,1,0,-0.2652949511029309,145,2,0,2
255,0,3,13,0,0.8866943842138629,0,2,0.038230559055835264,145,2,2,2
256,1,3,13,0,-0.022182254580850092,0,2,-0.328339690501744,145,0,0,2
257,1,1,13,0,0.6771559698809851,0,0,0.9232857028458803,28,0,2,0
258,1,1,9,0,0.05355746531870933,0,0,0.9232857028458803,40,2,0,0
259,1,1,9,0,0.4322560648165064,0,0,0.9232857028458803,15,0,2,0
260,1,2,13,0,1.5683518633098978,0,1,0.4653804411333698,90,2,2,2
261,0,3,12,1,-0.314490636101944,0,0,-0.8815716708173866,143,1,0,1
262,1,3,8,1,-1.991414971969395,4,2,0.8630080851407506,141,2,1,0
263,0,1,12,1,1.7198313031090167,1,1,0.9232857028458803,134,2,2,0
264,0,1,12,1,0.8109546643143035,0,0,-1.453565033426612,46,2,2,1
265,0,3,9,0,-0.314490636101944,0,0,-0.8815716708173866,140,1,0,1
266,0,2,12,1,0.5079957847160659,0,0,-0.6786062840850808,90,2,2,1
267,0,3,12,1,-1.0067986132751225,4,1,1.475594525096437,63,2,4,0
268,1,3,12,1,-0.3251411341790878,1,0,-0.879726530938002,140,2,0,1
269,1,1,13,0,2.1742696225063733,0,1,0.9232857028458803,57,2,2,0
270,1,1,9,0,0.4322560648165064,0,0,0.9232857028458803,89,2,2,0
271,0,1,12,1,0.6771559698809851,0,0,0.8344084170102893,51,2,2,0
272,1,3,12,1,-0.3251411341790878,0,0,-1.453565033426612,140,2,0,1
273,1,2,13,0,0.8866943842138629,0,1,-0.014355927506625666,90,2,2,2
274,0,1,12,1,0.5837355046156253,0,1,0.7384611432822902,54,0,2,2
275,1,3,9,0,-0.314490636101944,0,0,-0.8815716708173866,140,1,0,1
276,1,1,9,0,2.55296822200417,1,0,0.9232857028458803,113,2,3,0
277,0,3,9,0,1.1896532638121007,0,0,-0.8815716708173866,116,2,2,1
278,0,2,12,1,0.04428920017261876,0,0,-1.453565033426612,142,2,0,1
279,0,3,8,1,-1.6884560923711573,4,1,0.6960229260564446,144,1,1,2
280,1,3,13,0,0.4322560648165064,1,1,0.04099826887491227,145,2,2,2
281,0,3,12,1,2.704447661803289,0,0,-0.8815716708173866,139,1,3,1
282,0,3,12,1,-0.09792197448040951,0,0,-0.8738811278001117,115,2,0,1
283,0,3,12,1,-1.0067986132751225,0,0,-0.7524118792604648,140,2,4,1
284,1,3,12,1,-0.7795794535764443,0,0,-0.8594299922647715,115,2,0,1
285,0,1,12,1,0.6771559698809851,0,0,0.4653804411333698,3,2,2,2
286,0,3,12,1,0.2807766250173876,0,0,-0.8142240652198488,115,0,0,1
287,1,3,12,1,0.05355746531870933,0,0,-0.7524118792604648,115,2,0,1
288,0,3,12,1,-0.5523602938777661,0,0,-0.8708108150408156,140,2,0,1
289,1,2,12,1,0.9624341041134225,0,0,-0.4940922961466211,90,2,2,1
290,1,3,9,0,-0.5523602938777661,0,0,-0.8815716708173866,140,1,0,1
291,1,1,9,0,-0.24940141427952836,0,0,0.9232857028458803,114,2,0,0
292,1,1,13,0,-0.7795794535764443,1,0,0.9232857028458803,31,0,0,0
293,0,2,12,1,0.5079957847160659,0,0,-0.5033179955435441,90,0,2,1
294,0,3,9,0,-0.4008808540786472,0,0,-0.8003855161244644,115,2,0,1
295,0,3,12,1,-0.4008808540786472,0,0,-0.8708108150408156,140,2,0,1
296,0,1,12,1,0.6771559698809851,0,0,0.5923851093111705,53,0,2,2
297,0,3,12,1,-0.4387507140284269,0,0,-0.9200096247847267,140,0,0,1
298,0,1,9,0,-2.0671546918689545,1,2,0.9232857028458803,62,2,1,0
299,1,1,12,1,0.6771559698809851,0,0,0.7975056194225973,51,2,2,0
300,1,1,13,0,1.5683518633098978,0,1,0.9232857028458803,36,0,2,0
301,1,3,9,0,-0.314490636101944,0,0,-0.8815716708173866,140,1,0,1
302,1,3,12,1,-0.314490636101944,2,0,0.262415054401064,143,1,0,2
303,0,3,12,1,-0.7795794535764443,0,0,-1.453565033426612,140,2,0,1
304,1,2,9,0,0.04428920017261876,0,0,-0.5420659330106207,116,1,0,1
305,0,3,12,1,-0.314490636101944,0,0,-0.8594299922647715,115,2,0,1
306,1,1,8,1,-2.1489535893604788,1,2,0.9232857028458803,62,2,1,0
307,1,1,9,0,0.6771559698809851,0,0,0.9232857028458803,127,0,2,0
308,1,1,13,0,-0.9310588933755631,1,0,0.9232857028458803,74,0,4,0
309,0,2,12,1,0.05355746531870933,1,0,0.31776925078260193,90,0,0,2
310,1,1,9,0,0.05355746531870933,0,0,2.748128455431854,125,0,0,0
311,1,1,9,0,-0.4008808540786472,0,0,0.9232857028458803,72,0,0,0
312,1,1,9,0,-0.8553191734760037,2,2,0.9232857028458803,35,0,0,0
313,0,2,13,0,-0.24940141427952836,1,1,0.4653804411333698,141,2,0,2
314,0,3,12,1,-0.09792197448040951,0,0,-0.8708108150408156,115,2,0,1
315,0,2,12,1,1.0381738240129819,1,1,0.48383183992721573,141,2,2,2
316,1,3,9,0,-0.24940141427952836,0,0,-0.8738811278001117,116,2,0,1
317,1,2,13,0,-0.4008808540786472,1,0,0.4653804411333698,90,2,0,2
318,0,2,4,1,1.8713107429081355,0,0,-0.4202867009712372,116,2,2,1
319,1,1,9,0,0.12929718521826875,0,2,0.9232857028458803,76,2,0,0
320,1,1,13,0,0.8109546643143035,1,1,0.9232857028458803,124,0,2,0
321,0,3,12,1,-0.5523602938777661,0,0,-0.9184744684050786,140,2,0,1
322,0,3,12,1,-0.17366169437996895,0,0,-0.8708108150408156,115,2,0,1
323,1,2,9,0,0.05355746531870933,0,0,-0.5420659330106207,116,1,0,1
324,1,2,13,0,-0.5523602938777661,1,1,0.6867972266595215,141,2,0,2
325,0,3,12,1,-0.314490636101944,8,2,0.9232857028458803,63,2,0,0
326,1,1,9,0,0.5079957847160659,0,0,0.9232857028458803,65,0,2,0
327,0,3,12,1,2.4014887822050515,0,0,-0.9932026335201548,139,2,3,1
328,1,2,13,0,0.5079957847160659,0,0,-0.4940922961466211,90,2,2,1
329,1,3,13,0,0.12929718521826875,1,1,0.06129480754814274,145,2,0,2
330,1,1,9,0,-1.0067986132751225,0,1,2.825624330366007,17,0,4,0
331,1,3,9,0,-0.314490636101944,2,0,0.262415054401064,138,1,0,2
332,0,1,12,1,1.2275231237618804,0,0,0.6498944290718296,56,2,2,2
333,0,1,12,1,0.6594752245151847,0,1,0.9232857028458803,85,2,2,0
334,0,3,12,1,-1.0067986132751225,2,0,-0.12506432026970155,145,2,4,2
335,1,1,13,0,0.6771559698809851,1,0,0.9232857028458803,87,2,2,0
336,0,3,12,1,-0.314490636101944,0,0,-0.8708108150408156,115,2,0,1
337,0,1,12,1,-0.022182254580850092,1,0,0.9232857028458803,61,2,0,0
338,1,1,9,0,0.8866943842138629,0,0,0.9232857028458803,127,0,2,0
339,1,3,12,1,1.1896532638121007,0,0,-0.8594299922647715,115,2,2,1
340,0,1,12,1,1.1896532638121007,0,0,1.166533595299517,146,2,2,0
